district,hour,demand,supply,weather_score,event_score,historical_congestion,pool_acceptance,pickup_flexibility,fare_sensitivity,risk_score
D12,11,71,57,0.17,0.69,0.09,0.01,0.81,0.15,24.62
D1,7,194,66,0.56,0.99,0.32,0.81,0.54,0.16,64.27
D4,16,114,73,0.7,0.47,0.63,0.12,0.87,0.8,38.26
D5,14,29,92,0.2,0.72,0.89,0.51,0.8,0.83,15.41
D7,9,230,78,0.67,0.5,0.84,0.34,0.28,0.56,65.73
D1,14,101,76,0.18,0.43,0.25,0.34,0.63,0.3,25.33
D3,14,57,99,0.61,0.41,0.13,0.48,0.01,0.93,14.13
D2,22,95,82,0.41,0.5,0.19,1.0,0.4,0.62,24.4
D9,6,97,73,0.65,0.37,0.97,0.41,0.24,0.8,35.73
D10,12,93,83,1.0,0.75,0.55,0.18,0.94,0.0,34.74
D6,16,39,108,0.94,0.87,0.18,0.61,0.41,0.45,17.91
D10,8,160,56,0.0,0.88,0.84,0.24,0.65,0.87,61.38
D3,7,187,90,0.89,0.23,0.4,0.11,0.73,0.34,45.19
D8,19,139,59,0.07,0.9,0.9,0.05,0.77,0.73,53.53
D8,20,58,57,0.95,0.34,0.26,0.02,0.74,0.66,25.95
D2,17,159,86,0.28,0.31,0.39,0.43,0.29,0.15,36.0
D6,12,86,72,0.38,0.73,0.5,0.43,0.69,0.77,29.75
D7,15,98,114,0.09,0.3,0.89,0.19,0.55,0.11,20.55
D2,8,181,86,0.11,0.05,0.87,0.78,0.6,0.73,41.17
D11,11,75,105,0.73,0.37,0.57,0.13,0.0,0.99,21.47
D10,11,87,38,0.94,0.72,0.22,0.92,0.26,0.96,52.4
D2,5,111,52,0.61,0.33,0.4,0.59,0.93,0.8,44.58
D10,18,192,94,0.72,0.63,0.98,0.03,0.29,0.53,52.0
D1,6,80,69,0.76,0.66,0.61,0.96,0.44,0.67,32.98
D8,2,63,115,0.26,0.73,0.78,0.31,0.19,0.73,19.32
D1,15,43,80,0.05,0.9,0.45,0.45,0.14,0.01,15.73
D9,17,187,75,0.0,0.43,0.53,0.28,0.21,0.1,47.68
D11,15,113,62,0.35,0.17,0.43,0.73,0.55,0.6,35.24
D6,22,35,51,0.24,0.32,0.7,0.49,0.92,0.01,17.18
D7,6,76,91,0.06,0.43,0.85,0.13,0.33,0.91,20.65
D10,3,101,100,0.18,0.71,0.51,0.1,0.32,0.49,24.43
D7,7,243,75,0.12,0.01,0.48,0.73,0.56,0.26,58.21
D10,12,91,99,0.91,0.32,0.34,0.24,0.36,0.39,24.32
D3,12,49,52,0.14,0.78,0.18,0.14,0.91,0.85,20.42
D2,16,51,115,0.54,0.67,0.94,0.5,0.38,0.93,20.9
D9,16,76,38,0.59,0.73,0.32,0.8,0.49,0.12,44.86
D8,4,50,100,0.54,0.81,0.8,0.28,0.53,0.78,21.94
D12,5,28,42,0.1,0.78,0.72,0.28,0.78,0.58,19.95
D10,18,187,52,0.32,0.68,0.79,0.83,0.56,0.59,75.63
D7,12,54,126,0.05,0.44,0.94,0.15,0.24,0.78,14.0
D9,13,40,93,0.4,0.98,0.62,0.62,0.12,0.22,19.27
D4,21,114,81,0.19,0.57,0.9,0.96,0.94,0.53,34.14
D4,3,53,125,0.56,0.2,0.17,0.84,0.8,0.32,9.31
D1,6,54,44,0.69,0.29,0.63,0.06,0.02,0.09,30.36
D8,7,249,81,0.53,0.69,0.77,0.32,0.82,0.11,67.86
D12,12,25,114,0.43,0.92,0.27,0.14,0.59,0.14,11.89
D3,5,116,61,0.39,0.18,0.74,0.95,0.52,0.61,40.01
D7,5,71,112,0.84,0.08,0.78,0.99,0.01,0.11,20.26
D12,23,116,57,0.22,0.88,0.83,0.23,0.78,0.57,48.18
D2,20,114,114,0.73,0.92,0.31,0.67,0.2,0.59,29.4
D2,2,117,93,0.76,0.28,0.68,0.84,0.73,0.9,31.94
D7,2,98,107,0.42,0.38,0.3,0.23,0.02,0.63,19.93
D6,12,38,44,0.3,0.66,0.74,0.19,0.8,0.99,24.49
D3,21,25,102,0.47,0.33,0.46,0.01,0.02,0.03,9.05
D9,1,103,127,0.09,0.88,0.6,0.41,0.24,0.7,22.33
D10,15,57,55,0.05,0.11,0.42,0.9,0.27,0.03,17.36
D6,21,101,121,0.11,0.04,0.16,0.9,0.16,0.73,11.16
D10,5,70,102,0.19,0.21,0.18,0.13,0.48,0.39,10.92
D10,7,225,108,0.5,0.29,0.08,0.2,0.28,0.61,39.31
D6,22,72,85,0.85,0.11,0.62,0.41,0.99,0.31,23.08
D1,7,188,55,0.24,0.07,0.85,0.78,0.58,0.16,66.55
D4,5,97,121,0.94,0.76,0.02,0.61,0.57,0.72,23.54
D10,13,77,117,0.95,0.16,0.07,0.51,0.22,0.9,15.92
D6,2,32,72,0.96,0.91,0.46,0.59,0.41,0.18,22.57
D6,9,205,100,0.84,0.37,0.74,0.1,0.12,0.92,48.64
D11,2,38,50,0.36,0.67,0.16,0.48,0.76,0.14,17.89
D12,11,110,112,0.07,0.23,0.27,0.99,0.33,0.74,16.27
D5,16,43,55,0.57,0.24,0.23,0.09,0.75,0.96,16.91
D1,4,64,57,0.56,0.57,0.4,0.52,0.37,0.15,27.7
D8,19,239,105,0.85,0.56,0.22,0.3,0.99,0.44,49.85
D5,8,211,93,1.0,0.77,0.35,0.54,0.17,0.34,54.23
D12,20,119,58,0.51,0.76,0.73,0.57,0.0,0.39,49.13
D12,19,146,53,0.35,0.67,0.61,0.58,0.59,0.75,58.66
D12,6,63,90,0.19,0.45,0.08,0.85,0.95,0.66,12.46
D5,21,112,97,0.0,0.89,0.64,0.39,0.65,0.97,28.29
D7,3,93,54,0.51,0.62,0.48,0.52,0.09,0.19,39.47
D4,12,114,96,0.56,0.99,0.93,0.01,0.54,0.54,37.63
D6,12,21,118,0.82,0.82,0.29,0.79,0.91,0.45,13.99
D4,9,178,55,0.5,0.04,0.73,0.26,0.01,0.92,64.22
D3,17,155,57,0.92,0.32,0.73,0.82,0.17,0.01,61.14
D7,16,118,56,0.63,0.57,0.22,0.27,0.81,0.99,44.81
D8,19,218,67,0.84,0.72,0.9,0.01,0.89,0.48,75.49
D4,19,183,50,0.15,0.55,0.49,0.15,0.71,0.63,71.28
D2,12,80,32,0.86,0.79,0.68,0.99,0.99,0.36,60.42
D12,16,87,70,0.68,0.28,0.15,0.32,0.09,0.85,26.04
D10,21,56,80,0.17,0.18,0.26,0.11,0.55,0.56,11.45
D3,3,34,37,0.19,0.05,0.59,0.12,0.68,0.66,17.5
D1,0,57,112,0.93,0.57,0.32,0.31,0.7,0.65,19.07
D8,0,75,76,0.03,0.69,0.5,0.04,0.79,0.36,22.34
D3,14,109,39,0.46,0.33,0.37,0.51,0.92,0.08,55.08
D12,12,97,78,0.31,0.61,0.64,0.21,0.36,0.81,30.2
D10,16,60,112,0.67,0.05,0.49,0.52,0.04,0.29,13.94
D7,23,49,34,0.84,0.1,0.0,0.14,0.36,0.85,28.13
D10,7,248,80,0.36,0.7,0.65,0.43,0.67,0.61,65.76
D5,17,200,68,0.43,0.37,0.42,0.6,0.21,0.35,58.32
D10,12,50,81,0.98,0.67,0.34,0.06,0.81,0.59,22.63
D5,22,107,127,0.78,0.83,0.09,0.4,0.22,0.65,24.1
D7,13,42,77,0.9,0.85,0.22,0.3,0.01,0.71,21.12
D9,7,238,89,0.44,0.17,0.22,0.24,0.51,0.82,49.82
D12,7,135,87,0.23,0.49,0.94,0.6,0.73,0.16,36.79
D5,14,60,129,0.41,0.73,0.43,0.59,0.35,0.94,15.96
D1,12,46,104,0.72,0.77,0.04,0.63,0.75,0.41,15.17
D10,6,88,86,0.11,0.78,0.14,0.16,0.44,0.86,21.26
D10,4,36,100,0.27,0.23,0.08,0.29,0.17,0.22,4.91
D1,16,110,76,0.05,0.19,0.59,0.21,0.09,0.03,27.23
D2,15,98,42,0.43,0.59,0.19,0.54,0.71,0.57,47.04
D6,22,30,119,0.83,0.74,0.5,0.46,0.39,0.32,16.64
D9,1,105,121,0.02,0.32,0.37,0.33,0.91,0.98,15.46
D8,21,43,122,0.68,0.1,0.8,0.79,0.54,0.1,13.98
D5,17,202,91,0.93,0.72,0.32,0.09,0.35,0.05,51.94
D1,16,23,75,0.24,0.3,0.46,0.97,0.35,0.05,7.79
D7,6,37,72,0.69,0.17,0.72,0.12,0.13,0.22,16.95
D5,12,99,62,0.98,0.15,0.43,0.77,0.59,0.58,36.7
D6,17,222,88,0.96,0.31,0.79,0.37,0.58,0.51,58.35
D7,13,29,102,0.23,0.59,0.66,0.87,0.8,0.35,11.8
D3,17,188,80,0.1,0.36,0.41,0.07,0.2,0.09,44.22
D12,12,47,89,0.15,0.02,0.5,0.37,0.29,0.23,8.83
D10,10,22,84,0.7,0.1,0.97,0.34,0.1,0.18,14.06
D3,20,33,87,0.73,0.29,0.66,0.99,0.3,0.75,15.39
D5,20,108,44,0.67,0.66,0.9,0.99,0.43,0.78,58.66
D6,15,21,53,0.34,0.1,0.18,0.19,0.96,0.78,5.95
D9,22,97,93,0.17,0.56,0.48,0.63,0.65,0.97,23.28
D12,16,90,129,0.58,0.12,0.91,0.54,0.78,0.88,20.61
D5,7,243,73,0.48,0.21,0.32,0.15,0.33,0.5,63.52
D1,18,156,86,0.73,0.17,0.97,0.17,0.14,0.41,43.55
D4,19,231,79,0.44,0.07,0.1,0.99,0.26,0.92,52.39
D5,14,110,68,0.34,0.67,0.9,0.45,0.26,0.61,40.31
D12,8,192,64,0.29,0.46,0.45,0.13,0.58,0.29,59.22
D10,19,155,50,0.21,0.83,0.07,0.21,0.34,0.56,60.23
D10,9,249,53,0.27,0.1,0.88,0.27,0.86,0.99,90.94
D5,11,48,30,0.09,0.14,0.25,0.51,0.99,0.85,26.82
D7,20,69,115,0.35,0.31,0.02,0.34,0.34,0.28,10.25
D4,22,30,103,0.04,0.77,0.14,0.46,0.71,0.95,7.05
D1,19,188,66,0.19,0.31,0.66,0.17,0.66,0.98,56.06
D5,0,55,85,0.75,0.41,0.98,0.33,0.19,0.23,24.56
D7,19,240,75,0.33,0.3,0.11,0.07,0.92,0.9,58.67
D10,8,241,70,0.67,0.08,0.46,0.89,0.2,0.88,67.47
D10,21,32,38,0.72,0.94,0.18,0.2,0.74,0.04,25.38
D6,14,30,104,0.58,0.55,0.75,0.76,0.35,0.67,15.56
D5,0,89,30,0.96,0.79,0.12,0.35,0.37,0.31,64.77
D4,11,89,106,0.02,0.66,0.24,0.47,0.46,0.67,16.87
D2,2,105,85,0.74,0.51,0.2,0.29,0.86,0.91,29.03
D4,10,50,115,0.96,0.09,0.55,0.7,0.14,0.5,15.68
D10,1,56,76,0.86,0.64,0.87,0.84,0.05,0.41,28.33
D10,15,110,107,0.17,0.16,0.51,0.29,0.4,0.92,19.6
D3,8,176,107,0.33,0.41,0.06,0.24,0.06,0.97,30.59
D10,14,88,87,0.17,0.63,0.56,0.68,0.69,0.06,24.08
D1,11,55,61,0.6,0.78,0.8,0.2,0.76,0.92,29.61
D8,0,117,93,0.71,0.69,0.13,0.64,0.85,0.08,30.19
D5,12,90,71,0.32,0.67,0.07,0.09,0.74,0.34,26.04
D4,13,67,103,0.54,0.15,0.19,0.62,0.92,0.76,13.02
D8,7,243,66,0.69,0.35,0.75,0.51,0.75,0.78,77.2
D7,7,159,70,0.42,0.04,0.59,0.11,0.94,0.73,44.43
D2,11,79,42,0.85,0.72,0.54,0.65,0.19,0.04,47.0
D1,0,20,94,0.77,0.95,0.25,0.45,0.5,0.13,15.0
D12,10,52,67,0.06,0.26,0.33,0.22,0.99,0.94,13.22
D11,7,154,75,0.62,0.09,0.97,0.35,0.68,0.08,46.21
D4,9,206,108,0.24,0.48,0.24,0.49,0.88,0.08,36.9
D8,18,221,82,0.56,0.86,0.9,0.09,0.03,0.84,63.92
D12,10,60,59,0.96,0.55,0.58,0.96,0.87,0.64,30.9
D2,6,76,78,0.88,0.05,0.12,0.67,0.7,0.35,20.55
D3,10,67,101,0.4,0.97,0.47,0.1,0.17,0.17,22.09
D12,16,68,76,0.29,0.83,0.95,0.82,0.03,0.88,28.47
D1,0,75,94,0.23,0.13,0.42,0.32,0.26,0.99,14.81
D1,20,31,98,0.53,0.92,0.86,0.6,0.92,0.05,20.03
D3,20,107,35,0.11,0.45,0.26,0.28,0.67,0.55,56.78
D11,7,218,50,0.55,0.37,0.57,0.73,0.92,0.26,86.93
D5,22,44,30,0.0,0.46,0.84,0.72,0.45,0.83,31.91
D12,23,51,32,0.32,0.83,0.92,0.55,0.94,0.35,41.34
D3,5,68,48,0.22,0.66,0.49,0.24,0.46,0.71,31.64
D1,21,79,58,0.97,0.06,0.64,0.25,0.2,0.54,33.39
D1,17,179,51,0.73,0.96,0.0,0.38,0.15,0.54,73.12
D8,5,92,85,0.35,0.15,0.25,0.15,0.99,0.86,19.77
D10,4,36,89,0.09,0.75,0.28,0.34,0.33,0.47,10.7
D11,12,55,90,0.52,0.64,0.09,0.68,0.16,0.85,15.7
D12,18,146,98,0.21,0.19,0.28,0.83,0.01,0.36,26.63
D12,21,95,89,0.54,0.17,0.32,0.33,0.29,0.17,22.08
D2,7,149,99,0.84,0.87,0.97,0.23,0.89,0.46,45.32
D3,8,132,92,0.62,0.42,0.67,0.83,0.53,0.5,35.1
D2,16,76,79,0.63,0.65,0.43,0.89,0.63,0.48,26.4
D3,2,87,110,0.54,0.5,0.99,0.41,0.92,0.81,26.19
D7,18,179,86,0.93,0.73,0.15,0.03,0.51,0.56,47.92
D1,10,65,71,0.93,0.48,0.48,0.69,0.84,0.89,27.2
D10,23,34,62,0.51,0.29,0.65,0.78,0.32,0.51,16.39
D8,16,99,40,0.31,0.36,0.06,0.02,0.98,0.22,45.23
D10,20,39,53,0.46,0.86,0.72,0.6,0.08,0.13,25.27
D10,18,193,103,0.19,0.47,0.1,0.59,0.72,0.87,34.44
D10,1,99,123,0.64,0.21,0.14,0.38,0.66,0.06,16.87
D2,7,227,50,0.5,0.93,0.16,0.75,0.19,0.12,91.16
D3,18,217,73,0.1,0.8,0.93,0.43,0.39,0.06,64.52
D9,6,92,115,0.2,0.06,0.68,0.68,0.31,0.42,16.32
D7,16,95,46,0.48,1.0,0.66,0.52,0.09,0.53,50.66
D4,5,108,121,0.89,0.69,0.56,0.25,0.58,0.02,29.08
D10,18,190,64,0.57,0.16,0.29,0.61,0.99,0.52,56.99
D5,23,113,80,0.68,0.24,0.62,0.74,0.56,0.39,33.12
D2,5,46,115,0.34,0.69,0.41,0.97,0.55,0.77,13.56
D11,1,93,90,0.57,0.78,0.15,0.38,0.04,0.83,25.78
D8,5,77,60,0.45,0.24,0.69,0.06,0.14,0.68,29.27
D4,22,110,41,0.66,0.26,0.13,0.99,0.51,0.47,52.0
D9,4,65,60,0.05,0.31,0.19,0.62,0.99,0.22,17.95
D5,18,161,81,0.49,0.6,0.82,0.95,0.88,0.85,47.12
D9,19,234,108,0.3,0.17,0.66,0.1,0.34,0.34,43.23
D4,3,118,82,0.33,0.1,0.63,0.34,0.54,0.36,29.19
D10,21,80,75,0.96,0.68,0.42,0.13,0.55,0.92,31.54
D5,16,104,103,0.18,0.78,0.4,0.84,0.69,0.98,24.05
D9,10,99,36,0.31,0.5,0.69,0.88,0.69,0.9,57.38
D8,3,23,120,0.51,0.36,0.74,0.5,0.79,1.0,11.29
D3,12,71,118,0.86,0.43,0.51,0.19,0.02,0.87,20.59
D1,19,160,60,0.42,0.39,0.97,0.13,0.94,0.7,58.42
D3,16,103,65,0.74,0.96,0.96,0.59,0.07,0.29,46.6
D4,8,183,103,0.86,0.77,0.41,0.51,0.48,0.95,44.43
D2,3,36,104,0.31,0.21,0.82,0.69,0.92,0.88,11.65
D1,22,49,128,0.39,0.38,0.54,0.31,0.49,0.24,12.05
D7,13,41,72,0.36,0.54,0.51,0.4,0.06,0.49,16.41
D8,18,241,100,0.83,0.61,0.05,0.02,0.23,0.07,51.03
D7,2,46,66,0.04,0.47,0.57,0.61,0.58,0.95,15.72
D5,13,65,64,0.31,0.81,0.9,0.42,0.09,0.57,30.24
D12,7,133,65,0.68,0.77,0.78,0.92,0.42,0.25,51.14
D1,23,99,114,0.57,0.51,0.79,0.64,0.33,0.29,26.15
D7,0,45,129,0.44,0.85,0.16,0.4,0.82,0.98,12.71
D7,9,148,107,0.54,0.75,0.36,0.26,0.11,0.62,33.6
D9,17,210,94,0.2,0.78,0.23,0.91,0.68,0.42,45.21
D3,15,45,51,0.43,0.96,0.32,0.02,0.41,0.5,24.93
D9,7,248,107,0.5,0.27,0.58,0.33,0.59,0.1,48.04
D1,0,82,57,0.9,0.27,0.36,0.94,0.21,0.08,33.51
D1,11,84,73,0.26,0.89,0.56,0.65,0.61,0.59,29.87
D4,7,229,92,0.87,0.77,0.44,0.53,0.67,0.51,57.92
D9,23,56,95,0.64,0.93,0.29,0.2,0.07,0.36,20.92
D6,15,36,69,0.02,0.06,0.1,0.83,0.82,0.57,4.21
D11,17,167,70,0.72,0.63,0.89,0.2,0.86,0.07,57.49
D3,3,80,38,0.04,0.14,0.01,0.25,0.06,0.94,33.45
D1,5,96,104,1.0,0.5,0.0,0.19,0.6,0.29,23.75
D4,11,80,109,0.87,0.16,0.83,0.16,0.59,0.07,23.58
D12,8,145,108,0.3,0.13,1.0,0.95,0.01,0.17,30.82
D9,14,21,101,0.26,0.01,0.73,0.6,0.34,0.1,5.98
D3,15,62,71,0.38,0.63,0.02,0.64,0.97,0.18,18.5
D12,23,96,86,0.36,0.36,0.23,0.95,0.56,0.42,22.24
D9,11,100,117,0.37,0.11,0.97,0.23,0.93,0.74,22.03
D7,23,86,59,0.32,0.32,0.81,0.01,0.68,0.27,33.13
D12,22,32,48,0.62,0.17,0.57,0.6,0.03,0.44,17.74
D4,13,26,38,0.16,0.94,0.24,0.51,0.08,0.93,17.88
D3,12,102,83,0.85,0.32,0.01,0.48,0.72,0.3,26.43
D10,1,105,111,0.81,0.33,0.02,0.06,0.55,0.79,21.04
D5,2,80,116,0.48,0.84,0.61,0.45,0.13,0.16,23.41
D5,23,21,79,0.85,0.65,0.02,0.29,0.61,0.18,11.83
D3,21,94,60,0.25,0.71,0.99,0.27,0.81,0.46,39.74
D12,9,162,63,0.02,0.64,0.18,0.22,0.75,0.23,48.02
D9,8,209,60,0.62,0.95,0.71,0.33,0.25,0.9,78.06
D4,19,162,56,0.46,0.21,0.16,0.35,0.26,0.05,53.84
D11,7,160,97,0.57,0.99,0.54,0.31,0.97,0.6,42.64
D5,9,239,96,0.9,0.83,0.08,0.98,0.89,0.6,55.44
D4,18,207,77,0.97,0.59,0.77,0.93,0.32,0.07,63.88
D5,2,72,109,0.63,0.66,0.58,0.57,0.82,0.73,22.32
D7,23,38,110,0.76,0.65,0.09,0.98,0.16,0.47,13.11
D9,4,109,35,0.08,0.06,0.85,0.99,0.2,0.72,59.39
D7,2,68,102,0.16,0.22,0.55,0.36,0.18,0.83,13.78
D5,15,69,110,0.73,0.96,0.92,0.45,0.09,0.32,28.52
D10,16,114,41,0.43,0.53,0.92,0.96,0.85,0.48,61.44
D10,14,42,83,0.45,0.38,0.92,0.61,0.58,0.26,18.37
D7,2,88,129,0.31,0.76,0.08,0.21,0.26,0.2,16.09
D10,11,78,65,0.61,0.52,0.12,0.69,0.85,0.0,26.54
D5,8,132,107,0.19,0.01,0.99,0.21,0.8,0.96,26.61
D3,20,107,84,0.63,0.74,0.49,0.34,0.1,0.44,33.52
D7,11,76,46,0.17,0.73,0.24,0.23,0.64,0.01,33.85
D11,14,58,119,0.06,0.17,0.77,0.24,0.72,0.01,11.12
D11,1,87,84,0.33,0.96,0.26,0.0,0.72,0.29,26.28
D2,22,64,105,0.23,0.22,0.73,0.88,0.72,0.01,15.03
D12,17,130,70,0.89,0.46,0.84,0.3,0.17,0.37,47.29
D9,19,212,70,0.05,0.11,0.78,0.09,0.32,0.06,57.35
D10,11,71,111,0.18,0.6,0.27,0.09,0.84,0.04,14.39
D10,22,62,81,0.55,0.38,0.4,0.56,0.9,0.67,19.28
D12,3,86,73,0.48,0.35,0.41,0.99,0.28,0.91,26.05
D1,22,51,39,0.05,0.83,0.49,0.15,0.02,0.41,29.63
D6,15,83,108,0.01,0.01,0.17,0.1,0.86,0.84,8.84
D7,22,88,97,0.99,0.8,0.45,0.44,0.38,0.03,30.27
D8,15,47,82,0.66,0.57,0.51,0.56,0.33,0.78,19.51
D10,0,70,82,0.37,0.99,0.53,0.29,0.35,0.06,26.06
D9,21,23,108,0.47,0.59,0.82,0.3,0.42,0.84,14.17
D2,1,36,96,0.27,0.06,0.52,0.42,0.38,0.88,7.67
D11,2,93,76,0.34,0.05,0.23,0.31,0.57,0.79,21.18
D10,20,75,52,0.65,0.88,0.66,0.92,0.08,0.82,39.66
D2,19,147,50,0.88,0.84,0.8,0.04,0.97,0.56,70.27
D5,16,54,93,0.18,0.35,0.32,0.23,0.94,0.26,11.46
D5,19,246,107,0.84,0.62,0.65,0.81,0.93,0.64,54.69
D6,21,114,88,0.12,0.49,0.15,0.83,0.88,0.44,23.79
D3,20,20,32,0.21,0.97,0.34,0.11,0.66,0.01,18.44
D8,0,86,66,0.04,0.95,0.91,0.97,0.22,0.48,34.42
D1,19,212,78,0.14,0.98,0.91,0.69,0.05,0.65,61.67
D6,5,108,62,0.92,0.87,0.58,0.27,0.1,0.01,46.83
D4,14,119,90,0.46,0.91,0.7,0.46,0.32,0.62,36.34
D1,13,112,119,0.08,0.22,0.85,0.3,0.5,0.65,20.86
D7,19,133,98,0.96,0.83,0.96,0.15,0.99,0.16,43.24
D9,14,33,120,0.88,0.71,0.49,0.29,0.44,0.43,17.15
D4,13,52,51,0.75,0.96,0.56,0.58,0.52,0.96,32.61
D4,20,67,32,0.93,0.57,0.42,0.83,0.7,0.88,49.16
D6,23,106,114,0.22,0.09,0.07,0.36,0.18,0.41,13.56
D12,4,42,97,0.84,0.6,0.42,0.35,0.93,0.35,18.04
D3,5,40,72,0.69,0.69,0.79,0.47,0.53,0.12,23.15
D12,16,114,114,0.87,0.22,0.8,0.64,0.28,0.04,28.75
D6,10,45,70,0.8,0.39,0.89,0.75,0.94,0.3,23.93
D7,15,118,67,0.35,0.6,0.05,0.33,0.63,0.94,34.57
D11,11,107,40,0.77,0.37,0.53,0.59,0.48,0.96,57.56
D10,14,48,89,0.26,0.37,0.11,0.39,0.58,0.81,9.68
D10,22,86,94,0.33,0.13,0.2,0.72,0.75,0.35,15.86
D3,3,80,48,0.11,0.94,0.9,0.16,0.15,0.14,41.58
D7,17,175,98,0.94,0.75,0.5,0.26,0.86,0.6,45.98
D3,20,41,107,0.29,0.0,0.76,0.43,0.96,0.65,9.66
D2,2,76,43,0.52,0.77,0.06,0.89,0.57,0.42,37.91
D12,21,63,45,0.39,0.74,0.42,0.57,0.68,0.69,32.99
D10,7,226,62,0.96,0.01,0.67,0.97,0.86,0.75,75.15
D4,22,31,84,0.34,0.37,0.13,0.1,0.37,0.78,7.47
D12,2,70,68,0.78,0.61,0.33,0.46,0.99,0.5,27.73
D8,7,162,82,0.86,0.45,0.06,0.42,0.68,0.79,41.93
D9,17,158,54,0.44,0.78,0.65,0.6,0.42,0.03,64.02
D7,9,199,80,0.38,0.43,0.97,0.81,0.68,0.68,55.12
D1,19,209,80,0.75,0.15,0.83,0.84,0.52,0.24,56.97
D3,16,108,75,0.91,0.98,0.97,0.67,0.11,0.27,45.78
D12,7,226,62,0.75,0.24,0.85,0.64,0.8,0.09,76.99
D9,22,71,39,0.23,0.72,0.86,0.95,0.56,0.19,43.12
D12,10,107,103,0.89,0.14,0.58,0.38,0.8,0.99,26.89
D1,4,60,124,0.39,0.33,0.52,0.83,0.15,0.42,13.27
D9,12,96,32,0.58,0.44,0.41,0.92,0.54,0.93,61.34
D8,20,78,81,0.83,0.19,0.82,0.49,0.77,0.16,27.61
D1,22,53,78,0.19,0.45,0.18,0.73,0.99,0.2,13.0
D6,4,47,112,0.78,0.16,0.06,0.38,0.88,0.56,9.87
D5,23,106,125,0.6,0.56,0.95,0.16,0.86,0.35,27.98
D6,12,32,126,0.89,0.66,0.0,0.59,0.25,0.64,11.89
D10,5,117,126,0.17,0.06,0.98,0.2,0.84,0.42,21.18
D12,4,88,96,0.42,0.87,0.73,0.46,0.17,0.81,28.41
D5,8,190,109,0.83,0.19,0.33,0.87,0.2,0.43,37.46
D6,15,90,53,0.02,0.23,0.7,0.09,0.11,0.57,32.95
D5,1,82,115,0.11,0.66,0.82,0.03,0.86,0.32,20.71
D11,0,80,52,0.99,0.47,0.25,0.61,0.11,0.7,37.01
D12,7,159,109,0.28,0.5,0.77,0.33,0.14,0.65,34.07
D5,18,147,81,0.98,0.13,0.8,0.42,0.25,0.4,43.94
D4,10,75,82,0.18,0.81,0.25,0.41,0.57,0.28,21.2
D3,11,26,126,0.36,0.62,0.04,0.09,0.88,0.61,6.13
D3,11,88,121,0.75,0.14,0.2,0.0,0.42,0.94,16.37
D4,6,91,108,0.66,0.37,0.2,0.9,0.55,0.13,19.78
D9,12,71,33,0.58,0.81,0.07,0.22,0.17,0.8,45.99
D2,7,163,54,0.53,0.57,0.73,0.43,0.27,0.54,65.36
D9,21,52,98,0.84,0.11,0.38,0.97,0.13,0.53,14.96
D1,8,167,83,0.23,0.37,0.88,0.83,0.41,0.96,43.61
D1,6,45,30,0.44,0.24,0.25,0.11,0.59,0.61,29.12
D5,20,23,68,0.16,0.52,0.45,0.51,0.28,0.83,9.57
D6,23,73,119,0.6,0.84,0.64,0.73,0.85,0.51,23.38
D6,14,52,62,0.25,0.44,0.88,0.7,0.98,0.25,22.84
D3,1,91,49,0.33,0.43,0.52,0.76,0.12,0.69,38.92
D7,22,35,50,0.47,0.91,0.37,0.46,0.02,0.92,21.94
D9,19,174,104,0.03,0.58,0.87,0.18,0.79,0.84,37.37
D11,11,109,116,0.09,0.57,0.31,0.46,0.19,0.2,19.17
D12,0,101,91,0.69,0.26,0.08,0.65,0.35,0.32,22.86
D10,22,50,71,0.43,0.61,0.45,0.61,0.39,0.52,19.62
D8,21,31,94,0.86,0.58,0.79,0.07,0.92,0.57,19.54
D6,7,235,58,0.69,0.4,0.03,0.06,0.66,0.19,77.85
D12,4,22,119,0.01,0.99,0.59,0.97,0.04,0.23,10.98
D8,14,28,80,0.62,0.88,0.59,0.15,0.01,0.76,18.63
D12,0,35,117,0.09,0.75,0.93,0.29,0.2,0.73,14.74
D5,0,97,32,0.78,0.54,0.29,0.77,0.32,0.84,63.57
D8,9,227,82,0.99,0.46,0.28,0.41,0.48,0.93,59.83
D10,21,43,102,0.53,0.18,0.44,0.18,0.84,0.31,11.29
D12,9,142,51,0.68,0.31,0.36,0.47,0.31,0.86,56.63
D4,20,90,50,0.24,0.77,0.74,0.57,0.38,0.67,42.19
D10,14,38,118,0.44,0.45,0.64,0.45,0.33,0.96,12.96
D8,16,66,51,0.86,0.88,0.76,0.92,0.01,0.27,39.78
D10,21,94,62,0.17,0.15,0.82,0.28,0.96,0.27,31.35
D12,5,51,93,0.27,0.51,0.92,0.66,0.14,0.7,18.69
D2,2,104,68,0.45,0.65,0.43,0.11,0.29,0.93,35.18
D12,12,103,101,0.71,0.52,0.98,0.39,0.13,0.82,32.06
D12,15,61,38,0.38,0.89,0.22,0.74,0.49,0.73,36.21
D5,7,154,74,0.93,0.99,0.71,0.22,0.93,0.39,55.47
D9,14,116,31,0.09,0.12,0.53,0.59,0.1,0.72,68.65
D4,16,38,49,0.37,0.13,0.82,0.15,0.44,0.8,19.37
D11,16,112,99,0.71,0.13,0.48,0.1,0.02,0.75,25.92
D6,21,36,118,0.23,0.68,0.78,0.52,0.77,0.68,14.12
D1,12,87,123,0.66,0.37,0.93,0.68,0.64,0.05,24.01
